customer_id,total_orders,total_items,total_spent,order_id,items,aperitifs,appetizers,entrees,desserts,total,customer_demographic_id,name,email,phone_number,address,city,state,zip_code,credit_card_number,credit_card_expires,credit_card_security_code,credit_card_provider
1513,2,7,572.16,2bc221b8-a6d3-4f06-9b67-d33cca426397,2,Champagne,Salad,Chicken,Pudding,178.72,856deb31-f1c3-441e-b8f5-a6015f7bde37,James Aguirre,jared16@example.org,834-835-4746 ext: 4216,59747 Christie Groves Suite 032,West Ann,New York,70499,4184608238284046,12/25,377,American Express
1515,1,8,387.59,d5c92e16-da3a-4d66-b745-861eb4d20e0e,8,Port,Salad,Lobster,Pie,387.59,2651b4a9-4e1e-4bc9-9203-2545cd7ea6d3,Kara Webster,valeriewilliams@example.org,260-218-6752 ext: 8145,262 Cannon Isle Suite 748,West Kevin,Alabama,95915,30372797307508,05/32,151,VISA
1517,2,4,821.17,36e38dbd-2618-4dba-8449-f8bb42682465,3,Port,Cheese Plate,Steak,Creme Brulee,611.8,9f14c62a-9198-4202-ab79-bc46b4feaec3,Gregory Armstrong,jonathanburke@example.net,982-594-1939 ext: 21557,248 Mark Lane Apt. 683,Lake Zacharyview,Kentucky,04407,675979761540,11/26,905,VISA
1517,2,4,821.17,c4e30464-1e10-4515-877c-436c7f9ff2ba,1,Bellini,Charcuterie,Steak,Chocolate Cake,209.37,9f14c62a-9198-4202-ab79-bc46b4feaec3,Gregory Armstrong,jonathanburke@example.net,982-594-1939 ext: 21557,248 Mark Lane Apt. 683,Lake Zacharyview,Kentucky,04407,675979761540,11/26,905,VISA
1520,2,12,1319.29,252b422a-9614-4ab7-b7a6-d08906ba5288,5,Americano,Soup,Fish,Cheesecake,478.97,97233549-ed70-41d4-a3c0-e1a899c09bcd,Michael Castro,nicholasparrish@example.com,982-393-9743 ext: 416,20505 Robert Streets,Lake Randy,New Jersey,48058,180007026404910,05/32,904,VISA
1520,2,12,1319.29,725a85a8-e8b6-42f5-81a7-c3a9208cc19d,7,Champagne,Smoked Salmon,Fish,Tiramisu,840.32,97233549-ed70-41d4-a3c0-e1a899c09bcd,Michael Castro,nicholasparrish@example.com,982-393-9743 ext: 416,20505 Robert Streets,Lake Randy,New Jersey,48058,180007026404910,05/32,904,VISA
1523,1,10,653.93,0bfcdc02-74a8-4d9e-9561-75c53e85a6ea,10,Port,Soup,Steak,Cookies,653.93,cbf3dfa1-fabe-409f-aaae-af94bb8a53b1,Christopher Reid,icox@example.com,238-502-4498 ext: 681,084 Schmidt Streets,Lake Preston,Hawaii,49531,3565190282515485,11/30,203,JCB
1524,1,9,687.84,4abec164-c4fe-47dd-8925-22fec87435b7,9,Negroni,Soup,Fish,Cobbler,687.84,bc2afe91-7c1c-4124-a4ad-454acb7e0ad0,Angela Johnson,josephjohnson@example.com,275-813-6965,16607 Charles Parkway Suite 391,Ryantown,Maryland,78723,6537001265210754,03/26,9356,JCB
1525,1,4,332.71,3a41f343-c450-4cf7-a433-dcff405f8a37,4,Aperol Spritz,Foie Gras,Lobster,Creme Brulee,332.71,b079ce3a-dbf6-4749-834f-1937b9d67146,Sherry Whitehead,bradleyrichard@example.org,486-729-7646 ext: 8588,5958 Anderson Islands,Sotofurt,Indiana,45801,3527524427480519,01/28,959,JCB
1527,1,7,388.45,4c30b82b-cb4f-4287-b4f4-d619c8c609e8,7,Sherry,Oysters,Pork,Pie,388.45,daad511f-1bfa-4e6a-a4eb-39cd4519bda7,Linda Taylor,maria83@example.net,267-484-9162 ext: 503,135 Carlson Island Suite 400,Stevefurt,Connecticut,39882,3558370883966928,08/31,368,Diners Club / Carte Blanche
1530,1,3,627.51,c7549427-b7b0-4c9e-b08e-e0426c41efdf,3,Champagne,Escargot,Burger,Cookies,627.51,5351fc9d-e294-4e7f-9d55-196301a927f5,Breanna Banks,wjohnson@example.org,452-628-9879 ext: 257,34068 Nathan Burg,Martinezburgh,Iowa,48083,3591557319646301,09/28,613,VISA
1531,2,13,1177.04,2dec21fb-771a-434f-ae67-f93ffca934ff,4,Negroni,Crudites,Fish,Chocolate Cake,837.56,8c35b9f8-fda7-4d97-8ca7-e0e7094b18b3,April Campbell,jermainejohnson@example.net,343-833-3047 ext: 44526,460 Arnold Walk Apt. 981,Nicholeburgh,Georgia,97910,4681795008488341,03/27,637,Discover
1531,2,13,1177.04,d90719cb-e272-4a86-b586-9d33152a2783,9,Port,Charcuterie,Steak,Chocolate Cake,339.48,8c35b9f8-fda7-4d97-8ca7-e0e7094b18b3,April Campbell,jermainejohnson@example.net,343-833-3047 ext: 44526,460 Arnold Walk Apt. 981,Nicholeburgh,Georgia,97910,4681795008488341,03/27,637,Discover
1534,1,6,333.69,6ea3a438-6a59-4b90-997c-58958212618c,6,Port,Soup,Lamb,Pudding,333.69,644b04f2-99d1-4ec0-a096-a97ea7f1335e,Mary Jones,daniel29@example.org,556-618-2406 ext: 2238,536 Boyd Corners Apt. 714,Fisherbury,Colorado,61004,6011253035090652,01/29,266,JCB
1535,2,17,1224.3,9bd5b1d5-50f6-4a43-85b1-50f2d92d1168,8,Negroni,Charcuterie,Duck,Chocolate Cake,962.97,09d1e6f7-5278-45fb-95e9-12002eae8b42,Elizabeth Hernandez,alejandrohill@example.com,932-467-1192,83149 Gabriel Roads,West Jeffrey,Oklahoma,78681,639068332571,09/28,097,Mastercard
1535,2,17,1224.3,ec74b2a9-1021-4fef-bad3-feb9800ff3db,9,Port,Foie Gras,Pork,Chocolate Cake,261.33,09d1e6f7-5278-45fb-95e9-12002eae8b42,Elizabeth Hernandez,alejandrohill@example.com,932-467-1192,83149 Gabriel Roads,West Jeffrey,Oklahoma,78681,639068332571,09/28,097,Mastercard
1539,3,19,1363.8899999999999,c9c20525-9b91-449e-b0f2-9b6cd9994d1a,2,Aperol Spritz,Crudites,Lobster,Tiramisu,787.92,8ee89520-4235-4731-9295-b243d3b60263,Cynthia Brown,derrickochoa@example.org,766-386-0690 ext: 677,08318 Lauren Center,Port Michaelberg,Louisiana,95525,4317955581149,04/28,723,Mastercard
1539,3,19,1363.8899999999999,4c027fe2-0ab2-4a99-b181-092e8532ae1b,8,Negroni,Cheese Plate,Pasta,Tiramisu,364.02,8ee89520-4235-4731-9295-b243d3b60263,Cynthia Brown,derrickochoa@example.org,766-386-0690 ext: 677,08318 Lauren Center,Port Michaelberg,Louisiana,95525,4317955581149,04/28,723,Mastercard
1539,3,19,1363.8899999999999,2890a956-ca0d-4c4a-a2c7-88eb86a4953b,9,Kir Royale,Oysters,Vegetarian,Cobbler,211.95,8ee89520-4235-4731-9295-b243d3b60263,Cynthia Brown,derrickochoa@example.org,766-386-0690 ext: 677,08318 Lauren Center,Port Michaelberg,Louisiana,95525,4317955581149,04/28,723,Mastercard
1540,2,19,652.5500000000001,1d2d81ed-c768-415b-a1be-ae7d471a6d95,9,Aperol Spritz,Cheese Plate,Steak,Chocolate,177.83,5c3f7ee2-8f80-4d8c-86b4-043eab482d21,Daniel Webb,khanwendy@example.net,674-565-9052,1628 Veronica Row,South Lindatown,South Carolina,87158,375263300605343,10/24,596,JCB
1540,2,19,652.5500000000001,4a7654cc-b50e-4011-aba4-8c298c3e72f1,10,Bellini,Charcuterie,Vegetarian,Creme Brulee,474.72,5c3f7ee2-8f80-4d8c-86b4-043eab482d21,Daniel Webb,khanwendy@example.net,674-565-9052,1628 Veronica Row,South Lindatown,South Carolina,87158,375263300605343,10/24,596,JCB
1541,2,12,926.0500000000001,8970e6c8-7e4f-4a72-b104-74538e04c894,4,Kir Royale,Pate,Chicken,Pudding,164.36,8be57583-94e9-4856-bc33-62d0df1e589a,Christopher Fowler,virginia39@example.com,760-679-5598 ext: 10317,88673 Susan Bypass Suite 479,Whitneyland,North Carolina,05567,371298604482373,11/33,560,Maestro
1541,2,12,926.0500000000001,4e912e24-0569-4342-ada9-79065f07b257,8,Port,Smoked Salmon,Pizza,Creme Brulee,761.69,8be57583-94e9-4856-bc33-62d0df1e589a,Christopher Fowler,virginia39@example.com,760-679-5598 ext: 10317,88673 Susan Bypass Suite 479,Whitneyland,North Carolina,05567,371298604482373,11/33,560,Maestro
1542,1,10,221.86,3432324b-4d95-4c16-84c9-9543fdfc50ca,10,Americano,Caviar,Fish,Creme Brulee,221.86,6d6eebdf-50e2-48f4-9b46-1a65d9c60015,Candace Bautista,kmiller@example.org,350-282-5656,1157 Makayla Forge Suite 598,Davishaven,Hawaii,40474,2720649483306295,02/32,642,American Express
1545,1,7,825.82,e32867bb-bff7-4c39-8bf2-9f22eecf2743,7,Campari and Soda,Caviar,Lobster,Creme Brulee,825.82,f6946a51-5b83-4401-98df-d600bb69bdec,Hayley Lyons,amber02@example.net,950-543-0244 ext: 539,0356 Roberts Mountains Apt. 061,Royborough,Iowa,97143,3596714433814365,05/29,854,VISA
1554,1,8,873.4,6b6263ae-e252-487b-8732-a2ea3e446325,8,Americano,Crudites,Pork,Pie,873.4,77b4bd64-0a34-4049-b7af-27f80f37632a,Kristen Banks,isabella13@example.com,633-719-2684 ext: 5227,0224 Johnathan Mill Suite 931,Veronicafort,North Carolina,85320,2717736736696815,10/30,928,VISA
1558,1,3,925.13,cd759985-b2da-4162-bc11-b42c29ed63be,3,Campari and Soda,Crudites,Chicken,Tiramisu,925.13,0926e29a-36b8-47ca-a9bc-7b281de69dc8,Jeffery Roach,ronald36@example.com,839-494-4421 ext: 7820,5280 Kristy Fields Suite 509,West Jessicamouth,Kansas,59867,6011962407608301,08/28,308,VISA
1559,1,4,704.58,067adaa9-fef6-4095-b832-cd557f07365f,4,Sherry,Soup,Pizza,Cookies,704.58,414a864d-63bc-464b-b4e3-f91ccbb10984,Scott Jones,lanemichael@example.com,489-965-0065,44771 Lawson Spur Apt. 569,New Jennifermouth,Pennsylvania,59652,3501854511976985,10/27,633,JCB
1564,2,12,728.44,ed0c9846-79f9-4c0f-b86c-c9da37f93a7e,10,Champagne,Oysters,Duck,Cobbler,484.16,c00419a2-b437-4d0c-875c-698724aaba0a,Alec Pineda,william82@example.com,722-599-1466 ext: 10721,93762 Martin Glen Apt. 238,Markshire,Florida,17911,4690000930093,09/31,167,JCB
1564,2,12,728.44,e90ca616-9123-4f7c-92b6-60804fd56b52,2,Aperol Spritz,Pate,Duck,Cookies,244.28,c00419a2-b437-4d0c-875c-698724aaba0a,Alec Pineda,william82@example.com,722-599-1466 ext: 10721,93762 Martin Glen Apt. 238,Markshire,Florida,17911,4690000930093,09/31,167,JCB
1565,1,5,138.07,ef1d9ac1-bc55-4592-aac3-534b9f0e6d33,5,Aperol Spritz,Smoked Salmon,Pizza,Pie,138.07,fa86519e-a242-4f58-91d3-aab9d5859b53,Brittany Cole,mckenziesamantha@example.net,537-874-2537,188 Justin Fords Apt. 352,North Calvinborough,Connecticut,84390,4673960645928766,02/28,174,VISA
1569,1,9,140.47,73190713-5e4b-4dfb-a1fc-52da8a4bfb68,9,Champagne,Cheese Plate,Pasta,Cheesecake,140.47,4fb6c4dc-3881-4a81-bbaa-363106570c23,Brian Sanchez,ryan38@example.com,783-698-7121,8443 Gerald Spurs Suite 460,East Natalie,North Dakota,32404,,,,
1570,1,8,296.45,b04f7b23-f946-4322-83ed-124b2ebc6ff4,8,Vermouth,Escargot,Burger,Chocolate,296.45,37c80529-6f8b-4a40-bf24-2291b2a5f812,Jonathon Lee,jonesantonio@example.org,645-810-0454,1953 Garcia View,East Davidtown,Wyoming,77106,343649736985532,05/24,210,JCB
1572,1,3,809.92,af8285d7-b2a1-4c8a-8a4c-ef9b0f5d14e9,3,Campari and Soda,Crudites,Vegetarian,Cookies,809.92,1793c951-bad3-41d1-a86e-54f840d3e238,Ryan Todd,donaldkoch@example.org,984-799-1362,01757 Maldonado Court Apt. 442,West Jaimeberg,North Carolina,31338,30440476428620,03/28,326,Diners Club / Carte Blanche
1575,1,2,667.36,9ed3e445-0184-4eb7-b7d1-32093458b330,2,Kir,Soup,Pork,Cobbler,667.36,5a88b0fe-9a28-4858-b3fe-d596e1b9275c,Derrick Wyatt,jgalloway@example.net,847-431-5598 ext: 903,6814 Harris Prairie Suite 048,West Victoria,West Virginia,36987,4646486231594372476,02/28,903,VISA
1577,1,7,243.99,a7ffd7b7-bd09-4feb-871f-909ad9c7ff1f,7,Vermouth,Oysters,Fish,Cheesecake,243.99,53cc37c4-8ecc-41f4-a25d-53312d2056e7,Brenda Pruitt,kristen41@example.net,655-717-8814 ext: 402,350 Antonio Forks Suite 730,Rodriguezborough,West Virginia,17707,5325650322064055,12/33,033,JCB
1578,2,14,1012.62,072c2e3e-e465-4aab-bd53-9f014a0599fe,10,Bellini,Pate,Burger,Creme Brulee,887.71,f936d507-ec65-4243-b8e6-1996bdccebce,Jeffrey Ramirez,lucaswilliam@example.com,698-942-9149 ext: 28148,9863 Williams Roads Suite 583,West Haleyview,Missouri,79674,2543228377004806,11/29,155,American Express
1578,2,14,1012.62,cde80cb1-307a-4d31-9a8b-7ae0a7ba3b03,4,Kir,Charcuterie,Lamb,Cookies,124.91,f936d507-ec65-4243-b8e6-1996bdccebce,Jeffrey Ramirez,lucaswilliam@example.com,698-942-9149 ext: 28148,9863 Williams Roads Suite 583,West Haleyview,Missouri,79674,2543228377004806,11/29,155,American Express
1580,1,9,290.38,bf90e357-b228-4263-9468-ef86f94de342,9,Kir Royale,Soup,Chicken,Creme Brulee,290.38,31dee3ee-ab81-4f65-b771-026d0eb456ba,Teresa Le,sandra49@example.org,625-521-1999 ext: 2166,8410 Kiara Garden Apt. 985,South Crystal,North Dakota,96794,060408423915,07/28,396,JCB
1581,2,9,857.41,c19c1e84-6de5-4a33-b57f-0bd5c56932a2,3,Sherry,Oysters,Vegetarian,Chocolate Cake,284.1,e5a22ddf-ba47-4619-9d88-0a27a7aa56bb,Kathleen Cruz,lopezveronica@example.org,978-797-3020,865 Higgins Wall Suite 275,East Johnstad,West Virginia,21300,372593213145331,02/27,363,JCB
1581,2,9,857.41,1b23be74-eade-49e5-8182-e095263a9185,6,Campari and Soda,Soup,Pizza,Cheesecake,573.31,e5a22ddf-ba47-4619-9d88-0a27a7aa56bb,Kathleen Cruz,lopezveronica@example.org,978-797-3020,865 Higgins Wall Suite 275,East Johnstad,West Virginia,21300,372593213145331,02/27,363,JCB
1584,2,13,317.40999999999997,5abd31ae-aca6-4a2f-8a8b-a1ca4171f17a,4,Champagne,Caviar,Lamb,Pudding,199.63,3fd4887f-8b88-4872-98e2-d861694e75cd,Chris Keith,sortiz@example.com,801-950-7539 ext: 31792,63291 Allen Glens,Youngshire,Indiana,38886,6011837362170929,06/24,490,JCB
1584,2,13,317.40999999999997,0604abab-1172-4cdc-bde6-ddcba4e0547f,9,Sherry,Crudites,Lobster,Chocolate,117.78,3fd4887f-8b88-4872-98e2-d861694e75cd,Chris Keith,sortiz@example.com,801-950-7539 ext: 31792,63291 Allen Glens,Youngshire,Indiana,38886,6011837362170929,06/24,490,JCB
1588,2,14,1341.87,0910ebb0-955e-4020-8309-f40e4732dfd2,10,Campari and Soda,Soup,Pasta,Ice Cream,497.07,51d3851d-a755-40aa-b9cf-d7692459af9c,Heather Martinez,judith77@example.org,804-933-5006 ext: 43926,2107 Brian Prairie,Lowemouth,New Mexico,42406,630474022815,07/27,558,American Express
1588,2,14,1341.87,10f59020-63f2-462a-80ec-7f02d42c7151,4,Campari and Soda,Cheese Plate,Duck,Chocolate Cake,844.8,51d3851d-a755-40aa-b9cf-d7692459af9c,Heather Martinez,judith77@example.org,804-933-5006 ext: 43926,2107 Brian Prairie,Lowemouth,New Mexico,42406,630474022815,07/27,558,American Express
1589,1,9,975.29,0641246e-b83a-4acc-9f23-6f4a6de756fc,9,Port,Crudites,Fish,Cobbler,975.29,d5b89369-ee2b-484b-aef4-f44b5c783ddb,Courtney Monroe,princescott@example.com,668-871-7857 ext: 6381,49294 Lee Route,Michaelfort,Nebraska,79058,4656071352699,05/30,908,JCB
1590,1,1,790.4,89392dd9-f295-48f1-96fb-cf53df7edc67,1,Kir Royale,Soup,Pork,Tiramisu,790.4,a7a6749d-e3fc-45dc-92ff-74bb4f7c3739,Katherine Monroe,john62@example.org,609-644-8353 ext: 7266,91203 Christopher Mews,Madelinestad,South Dakota,62357,2568538365057792,10/29,730,Diners Club / Carte Blanche
1593,2,12,1531.97,5d7fd49b-4c5a-45d7-ba55-dced05ec2dab,4,Vermouth,Salad,Duck,Cookies,655.24,4d43249d-0f2e-4afe-8454-464256878765,Victoria Powell,jacksonalex@example.net,884-675-2661 ext: 97974,1778 Rasmussen Overpass Apt. 017,Lake Michellechester,Mississippi,76455,4060375936244947208,03/27,561,VISA
1593,2,12,1531.97,cefaa331-d41d-40ac-9bbd-edf51dd0fabc,8,Kir Royale,Crudites,Burger,Chocolate Cake,876.73,4d43249d-0f2e-4afe-8454-464256878765,Victoria Powell,jacksonalex@example.net,884-675-2661 ext: 97974,1778 Rasmussen Overpass Apt. 017,Lake Michellechester,Mississippi,76455,4060375936244947208,03/27,561,VISA
1598,2,16,1866.63,603b16ab-c648-465a-928f-2a8dcd806b02,10,Sherry,Crudites,Steak,Chocolate,925.27,63aee129-1ca3-4865-ad18-e26c9ee4483c,Gloria Davis,paulcorey@example.org,946-549-1594 ext: 1916,60582 William Village,North Lisamouth,Delaware,10261,,,,
1598,2,16,1866.63,d9da642d-15f6-40cd-b4dc-4fc8057adb18,6,Kir Royale,Oysters,Burger,Cobbler,941.36,63aee129-1ca3-4865-ad18-e26c9ee4483c,Gloria Davis,paulcorey@example.org,946-549-1594 ext: 1916,60582 William Village,North Lisamouth,Delaware,10261,,,,
1600,1,10,200.02,1726d42e-3a67-4b19-b9e0-19773c0f3736,10,Sherry,Salad,Steak,Chocolate Cake,200.02,a6c31816-ee76-4ab6-93ed-e114df5ed33a,Kristina Gardner,diamondmontgomery@example.com,507-635-0096,137 Tyler Pike,Leahview,New Hampshire,87350,2264233819370036,09/28,191,JCB
1604,1,3,913.07,3769c312-6d82-4254-b07c-ee5643f465c8,3,Negroni,Soup,Burger,Cookies,913.07,b80978db-67d0-4dcb-92d6-7eb220ad761b,Brian Hanson,jennystevens@example.org,819-350-3759,231 Smith Circle,Gregoryborough,Idaho,70936,4522907735289602,08/33,148,VISA
1606,1,2,182.47,eec5f0c7-6c98-4c24-94ee-49e6e06edba3,2,Aperol Spritz,Soup,Chicken,Chocolate Cake,182.47,82f04bb6-93db-4ac8-80f3-224aad263df8,Cheryl Small,mathisdavid@example.org,270-599-2819 ext: 7549,38360 Danielle Bridge,North Norma,Washington,34192,4745607309856825,02/31,701,Mastercard
1607,1,2,920.26,f336eab8-2d10-480a-ac2c-6ba7e3f3a359,2,Negroni,Oysters,Lobster,Creme Brulee,920.26,01394c25-f8c9-4c1a-b290-30b91c1e27fc,Joseph Benson,francofrancisco@example.org,508-973-9500,548 Tanya Camp,Blanchardhaven,Maine,87750,6011133551837795,03/30,656,JCB
1611,1,6,894.14,58702b9d-e008-450b-9c22-ca96484db232,6,Kir,Crudites,Pizza,Pudding,894.14,dac4f83f-8204-4e8c-a40b-9ebd773b7087,Calvin Stout,laurenstout@example.net,512-229-3149 ext: 5858,9245 Johnathan Stream Apt. 039,Angelaport,Wyoming,33650,639046285628,03/28,747,Maestro
1612,2,12,1122.2,219e0615-ab5c-4ffa-b0d1-0497448fd2ef,7,Negroni,Foie Gras,Duck,Pie,558.51,27a121a5-bd2b-40af-ac2d-b8cb85560fa4,Wendy Bowman,csalazar@example.org,870-383-7502 ext: 438,75068 Thomas Square,South Ebony,South Dakota,34704,3527458475816110,11/24,145,Discover
1612,2,12,1122.2,936088c4-d2e5-4fcf-9ac9-354e5fdb509f,5,Vermouth,Caviar,Lamb,Pudding,563.69,27a121a5-bd2b-40af-ac2d-b8cb85560fa4,Wendy Bowman,csalazar@example.org,870-383-7502 ext: 438,75068 Thomas Square,South Ebony,South Dakota,34704,3527458475816110,11/24,145,Discover
1616,2,13,741.61,874d5754-84fc-4e16-bd75-3cacc6208aca,3,Kir,Salad,Vegetarian,Chocolate,563.13,c5f41502-7d72-4caf-a5f6-eb625ff4fca5,Mr. Chad Dominguez MD,maciasevelyn@example.org,510-977-6854,70196 Brown Key,East Kellytown,Colorado,33936,3519636288199911,12/25,081,American Express
1616,2,13,741.61,9d10388a-de71-443b-a65f-46138ebf8b0c,10,Americano,Smoked Salmon,Pasta,Cobbler,178.48,c5f41502-7d72-4caf-a5f6-eb625ff4fca5,Mr. Chad Dominguez MD,maciasevelyn@example.org,510-977-6854,70196 Brown Key,East Kellytown,Colorado,33936,3519636288199911,12/25,081,American Express
1617,2,17,1055.58,fb7e1084-20a3-4926-9c8c-27da5e325e85,7,Bellini,Pate,Duck,Cobbler,417.46,02d43396-ae65-499a-ae55-122009c3e308,Christian Sanders,katherinedean@example.com,632-821-2150,0748 Warner Ranch Apt. 849,Garcialand,New Jersey,29256,5269634765586558,05/25,408,JCB
1617,2,17,1055.58,634d851e-83c6-482e-9f0b-2e10c01ff294,10,Campari and Soda,Escargot,Lobster,Chocolate,638.12,02d43396-ae65-499a-ae55-122009c3e308,Christian Sanders,katherinedean@example.com,632-821-2150,0748 Warner Ranch Apt. 849,Garcialand,New Jersey,29256,5269634765586558,05/25,408,JCB
1623,1,5,766.53,df158cd1-920d-4f73-a4a1-38c2224224a2,5,Vermouth,Charcuterie,Pork,Sorbet,766.53,9491cbae-2eaf-4df1-a009-23c7320a55b8,Nicholas Rice,murilloandrea@example.com,995-509-7148 ext: 2365,02410 Trujillo Burg Apt. 832,Williamschester,Oregon,29157,4045801752282251,08/29,394,JCB
1625,1,4,870.05,607ea991-930b-4989-a75f-1b5bd1d36fc2,4,Negroni,Escargot,Lamb,Tiramisu,870.05,8d45b228-f158-47d9-8ca5-8a3b939d60af,Fred Aguilar,goodmanrebecca@example.net,250-230-9531,34303 Matthews Squares Suite 015,Chapmanbury,Indiana,22718,4967111938952114,03/31,6210,Mastercard
1631,1,5,791.08,dc4cb848-6afc-457f-9647-ae51bbd313cb,5,Aperol Spritz,Smoked Salmon,Vegetarian,Cheesecake,791.08,0ed39d9f-832d-448a-8dd5-8c1158b65bb0,Raymond Kennedy,pstewart@example.com,663-365-2856 ext: 4376,222 Payne Springs Suite 668,New Felicia,Kentucky,26704,503836126303,07/29,616,VISA
1632,1,9,281.64,d96af675-ef2d-49b9-a0cc-f092a5579e3b,9,Americano,Soup,Steak,Pudding,281.64,68ef151a-45d0-47d1-80bb-ba034b53dfc5,Donald Long,wilsonscott@example.org,364-593-4309,36353 Stokes Corner,Carrbury,Michigan,69256,4333202111723658,02/27,006,VISA
1634,3,17,2081.75,04efbf75-1c04-45e2-aaaa-8a6b5c1452b7,5,Port,Caviar,Vegetarian,Pudding,848.03,219057f1-5916-40cb-a053-9bf450cdeee6,Jasmine Howard,jsanders@example.com,985-737-5881,138 Jennifer Throughway,Collinstad,Oregon,23383,4838034016351,10/29,666,Diners Club / Carte Blanche
1634,3,17,2081.75,dfc3cee3-5875-40d5-afa6-9c4eb9aa6852,7,Campari and Soda,Foie Gras,Lobster,Pudding,586.93,219057f1-5916-40cb-a053-9bf450cdeee6,Jasmine Howard,jsanders@example.com,985-737-5881,138 Jennifer Throughway,Collinstad,Oregon,23383,4838034016351,10/29,666,Diners Club / Carte Blanche
1634,3,17,2081.75,af9cb26b-65c3-4d35-b745-42e36eb3ba2b,5,Kir,Caviar,Chicken,Pie,646.79,219057f1-5916-40cb-a053-9bf450cdeee6,Jasmine Howard,jsanders@example.com,985-737-5881,138 Jennifer Throughway,Collinstad,Oregon,23383,4838034016351,10/29,666,Diners Club / Carte Blanche
1635,1,9,472.72,7c1a19a8-89e5-4006-9351-d9df4cf5076a,9,Sherry,Foie Gras,Steak,Cobbler,472.72,d71b49a8-fc01-473a-a476-2dd7756734d8,Christina Sanders MD,jessicadavis@example.org,605-928-6905 ext: 41217,182 Stewart Pines,Morrowberg,South Dakota,25988,3508786527121300,02/29,518,VISA
1638,1,7,879.75,75ad0fe6-ce7b-4fc2-9771-75a05d655536,7,Vermouth,Oysters,Steak,Chocolate Cake,879.75,baddafb0-2714-4cab-a4de-b2dace2402ea,Jennifer Carter,donna11@example.com,819-375-0189 ext: 657,3627 Lee Turnpike,North Hannah,Maryland,69147,180057446222426,04/29,642,JCB
1640,3,29,1433.23,2c2d31e3-0355-4e71-a628-1d068d9e890e,10,Aperol Spritz,Crudites,Pasta,Cheesecake,885.92,f661fc3c-80f0-4b38-b8d4-cc436ba9f910,John Powers,jenkinspamela@example.org,674-266-0247 ext: 2004,62898 Wells Springs Apt. 385,North Michael,New Jersey,91444,3595989483268164,02/30,8659,Discover
1640,3,29,1433.23,52d41c7d-385f-4e3f-8209-c7c003f9a310,9,Kir Royale,Foie Gras,Lamb,Cheesecake,401.84,f661fc3c-80f0-4b38-b8d4-cc436ba9f910,John Powers,jenkinspamela@example.org,674-266-0247 ext: 2004,62898 Wells Springs Apt. 385,North Michael,New Jersey,91444,3595989483268164,02/30,8659,Discover
1640,3,29,1433.23,b7904e4a-a413-4f36-8256-6dda4fa5645a,10,Aperol Spritz,Soup,Duck,Cobbler,145.47,f661fc3c-80f0-4b38-b8d4-cc436ba9f910,John Powers,jenkinspamela@example.org,674-266-0247 ext: 2004,62898 Wells Springs Apt. 385,North Michael,New Jersey,91444,3595989483268164,02/30,8659,Discover
1641,1,4,233.65,f6addfdd-f94f-4693-a76d-5b95f8657eb7,4,Kir Royale,Pate,Pizza,Sorbet,233.65,1818055a-62bb-4d39-9b34-0127f6a296a7,Michael Garza,xsnow@example.net,431-613-5202,603 James Walks Suite 540,Simmonsmouth,Minnesota,06376,4467576971702060,12/30,050,Discover
1642,1,8,997.41,984a587c-b8bc-4a41-84e2-c18da1755996,8,Campari and Soda,Crudites,Steak,Ice Cream,997.41,e3ff1fdc-dd45-4d5e-a43d-e89ab18248a5,Andrew Copeland,mckenzie56@example.net,204-625-3074,5790 Sullivan Key,Robertside,Minnesota,54167,675938302105,01/25,5092,JCB
1643,1,1,887.52,ada49d88-d26d-4eca-b0c7-176a1af1230c,1,Aperol Spritz,Caviar,Burger,Chocolate Cake,887.52,21c9492a-6d62-46b5-b7e1-742fcea54586,Ronald Coffey,valeriejordan@example.com,260-335-1513 ext: 506,5358 Watkins Dam,New Scott,Georgia,62794,,,,
1647,1,8,110.69,34e33798-2ceb-4589-a451-1d5999c7137f,8,Bellini,Oysters,Lamb,Chocolate Cake,110.69,8649f2fb-6a2f-43f7-a6f8-0870c64a1848,Mike Morris,jennifercarter@example.com,488-362-7068 ext: 64766,8203 Vanessa Island Suite 883,Dawnberg,Wyoming,04946,4430789020790184,04/32,842,American Express
1648,2,12,787.16,b570ae2c-d99b-47fd-aee5-5bde9292f546,4,Port,Crudites,Burger,Tiramisu,649.39,da8d76c5-7fe9-4fce-9d9a-35002c406465,Andrea Parker,pmacias@example.com,728-576-4340 ext: 65089,435 Anthony Knoll Apt. 065,Johnsonberg,Nebraska,59376,213169488570611,10/31,805,JCB
1648,2,12,787.16,e6883815-5c94-4161-abb1-462bd4a4fea8,8,Sherry,Pate,Steak,Chocolate Cake,137.77,da8d76c5-7fe9-4fce-9d9a-35002c406465,Andrea Parker,pmacias@example.com,728-576-4340 ext: 65089,435 Anthony Knoll Apt. 065,Johnsonberg,Nebraska,59376,213169488570611,10/31,805,JCB
1650,2,6,1541.33,ab33345b-c6ec-48e0-960e-f9c801dbf78b,2,Port,Crudites,Fish,Cookies,898.25,a5251fa7-ac47-467c-a184-1ac8d8de5017,Laura Madden,caroline71@example.com,992-905-8958 ext: 979,54708 Randall Harbors,Ryanhaven,Arizona,45905,4155143722663157613,07/30,350,VISA
