order_id,customer_id,items,aperitifs,appetizers,entrees,desserts,total,total_orders,total_items,total_spent,customer_demographic_id,name,email,phone_number,address,city,state,zip_code,credit_card_number,credit_card_expires,credit_card_security_code,credit_card_provider
a5722eb0-fa0a-4626-895f-b57604eedc77,1197,5,Campari and Soda,Charcuterie,Fish,Cookies,637.69,3,10,2152.4300000000003,7945c728-862e-4fe3-b631-8f2aff43029c,Steven Johnson,pboyle@example.com,925-721-0733 ext: 4109,82499 Foster Mountains Suite 120,West Emilyport,New Mexico,03089,6011269538842639,03/32,4430,American Express
296da6e7-6c1a-4551-9ba7-d8fb2402d756,1197,2,Champagne,Crudites,Lobster,Tiramisu,558.77,3,10,2152.4300000000003,7945c728-862e-4fe3-b631-8f2aff43029c,Steven Johnson,pboyle@example.com,925-721-0733 ext: 4109,82499 Foster Mountains Suite 120,West Emilyport,New Mexico,03089,6011269538842639,03/32,4430,American Express
648dd940-d98b-4381-8911-77570ca704d2,8581,5,Vermouth,Foie Gras,Pork,Pudding,518.95,2,10,1016.95,bb1a2798-961c-4719-b8ac-acdbb12e9c74,Shawn Sweeney,morgangriffin@example.net,630-258-1314 ext: 4249,,,,,180005137732880,02/33,438,VISA
381e82f4-07d0-4c13-87ff-062ef9edbf0a,8581,5,Kir,Soup,Vegetarian,Chocolate,498.0,2,10,1016.95,bb1a2798-961c-4719-b8ac-acdbb12e9c74,Shawn Sweeney,morgangriffin@example.net,630-258-1314 ext: 4249,,,,,180005137732880,02/33,438,VISA
1b5844c7-69b6-4a67-8c46-a6f3acfb5bfd,303,4,Aperol Spritz,Caviar,Pizza,Cookies,776.19,2,8,1101.39,9d786cba-8318-4ed1-be50-e84c7023d27f,Carol Jarvis,thompsonjennifer@example.net,712-668-0174 ext: 03803,2089 Jacob Wells Apt. 288,New David,Hawaii,75729,4679472204752603229,01/33,361,VISA
86d71f01-6c45-4170-a25a-e72e2f3317fc,303,4,Kir Royale,Pate,Fish,Tiramisu,325.2,2,8,1101.39,9d786cba-8318-4ed1-be50-e84c7023d27f,Carol Jarvis,thompsonjennifer@example.net,712-668-0174 ext: 03803,2089 Jacob Wells Apt. 288,New David,Hawaii,75729,4679472204752603229,01/33,361,VISA
63ddf079-ffc8-4e96-be49-e2759a98ee2c,9039,4,Port,Soup,Duck,Sorbet,105.04,2,7,879.0,f2ea49a2-4417-4dd7-90a8-5285f99158b0,Tina Williams,,334-202-2502,526 Kristin Plaza,Port Angela,Texas,45245,3584342690355114,06/27,077,VISA
bbef439b-fedf-485a-806e-e5d6b036d418,9039,3,Aperol Spritz,Oysters,Vegetarian,Chocolate Cake,773.96,2,7,879.0,f2ea49a2-4417-4dd7-90a8-5285f99158b0,Tina Williams,,334-202-2502,526 Kristin Plaza,Port Angela,Texas,45245,3584342690355114,06/27,077,VISA
de0b3b56-8b11-47fd-b221-6c48635a5592,1029,6,Champagne,Smoked Salmon,Duck,Sorbet,973.21,2,10,1781.91,82e75914-b98b-48c9-923a-24bf4c975baa,Adrian Rose,brettnichols@example.org,,678 Diaz Trail Apt. 879,Port Samuel,Idaho,92279,4643456212177,01/29,163,Diners Club / Carte Blanche
b2f3e1b4-c026-440f-ae9f-a4f86054d76d,1029,4,Negroni,Oysters,Lamb,Chocolate,808.7,2,10,1781.91,82e75914-b98b-48c9-923a-24bf4c975baa,Adrian Rose,brettnichols@example.org,,678 Diaz Trail Apt. 879,Port Samuel,Idaho,92279,4643456212177,01/29,163,Diners Club / Carte Blanche
5f7197f6-454c-4315-bc7e-2f989faeb416,2644,4,Sherry,Escargot,Pasta,Tiramisu,389.74,3,21,1361.39,2f0c0cce-507e-444e-99fa-e47a10e39ef6,Barbara Pratt,samuel95@example.com,,,,,,501805661300,01/30,622,VISA
72fab7e4-e5f1-4561-bcc0-791bf33c89e8,2644,10,Vermouth,Pate,Duck,Ice Cream,270.67,3,21,1361.39,2f0c0cce-507e-444e-99fa-e47a10e39ef6,Barbara Pratt,samuel95@example.com,,,,,,501805661300,01/30,622,VISA
8802d95c-1e20-448a-bbf1-52413de8a61d,2644,7,Champagne,Oysters,Burger,Cobbler,700.98,3,21,1361.39,2f0c0cce-507e-444e-99fa-e47a10e39ef6,Barbara Pratt,samuel95@example.com,,,,,,501805661300,01/30,622,VISA
753e797a-f3f6-49ef-8286-f1e23e22d8f1,4044,1,Campari and Soda,Charcuterie,Steak,Pie,920.51,2,3,1174.6399999999999,75cc4a54-4aea-4603-9cce-65591b2da81d,Nicholas Cannon,tylerfernando@example.net,278-575-5978 ext: 62519,791 Garcia Land,Micheletown,Arkansas,90115,3500657552582401,09/29,0943,JCB
9afb9676-de76-413d-9382-a26f3415f16b,4044,2,Kir,Salad,Fish,Pie,254.13,2,3,1174.6399999999999,75cc4a54-4aea-4603-9cce-65591b2da81d,Nicholas Cannon,tylerfernando@example.net,278-575-5978 ext: 62519,791 Garcia Land,Micheletown,Arkansas,90115,3500657552582401,09/29,0943,JCB
d11a757d-703a-4180-af8e-ab549e6e6ef2,8046,3,Kir,Smoked Salmon,Burger,Creme Brulee,670.38,2,4,1603.3,03ecffc7-9e95-4768-be47-abbe8cdbfcde,Steven Mays,,585-957-9213 ext: 238,6950 Hoffman Place Apt. 832,Lake Julieberg,New Jersey,73624,630428634558,08/31,848,JCB
3e5b0872-4957-48ad-9c6a-b708131de189,8046,1,Campari and Soda,Soup,Steak,Pie,932.92,2,4,1603.3,03ecffc7-9e95-4768-be47-abbe8cdbfcde,Steven Mays,,585-957-9213 ext: 238,6950 Hoffman Place Apt. 832,Lake Julieberg,New Jersey,73624,630428634558,08/31,848,JCB
fe955e39-f212-4341-9363-22da33f83d90,5991,3,Campari and Soda,Escargot,Burger,Cobbler,922.31,4,22,2073.46,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
363bd390-ec69-45d7-b6da-a8d3d6804083,5991,6,Bellini,Pate,Burger,Pudding,163.32,4,22,2073.46,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
31bae6cd-3481-4192-aaed-75044117ff21,5991,5,Champagne,Escargot,Duck,Tiramisu,210.84,4,22,2073.46,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
d9177e3f-de4a-4355-b26d-4340244bd321,5991,8,Campari and Soda,Foie Gras,Duck,Cobbler,776.99,4,22,2073.46,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
14311876-8f82-4559-a1ac-1a6997dd1fa4,9244,7,Bellini,Salad,Burger,Ice Cream,267.27,2,8,1032.6799999999998,d4c4b2ef-798f-4ea4-948c-de21ae1d68d0,Dr. Christine Duarte,gyates@example.net,907-317-4416,524 Noah Crossroad Suite 665,Alexandrafort,Utah,14446,2288668022806379,08/28,976,VISA
5153c895-41f9-4e24-9093-285ba3bd01e3,9244,1,Kir Royale,Escargot,Pork,Cobbler,765.41,2,8,1032.6799999999998,d4c4b2ef-798f-4ea4-948c-de21ae1d68d0,Dr. Christine Duarte,gyates@example.net,907-317-4416,524 Noah Crossroad Suite 665,Alexandrafort,Utah,14446,2288668022806379,08/28,976,VISA
d9bcabaa-a446-4c8b-80d2-314086cd9b77,8099,9,Aperol Spritz,Crudites,Pizza,Cheesecake,319.83,3,19,1838.26,09d9d869-c101-4094-b82f-43a57b3122b7,David Wood,ohuber@example.com,444-719-0706 ext: 3670,1831 Robert Burg,Greenfurt,Wyoming,97339,4692449442767774253,02/27,936,Mastercard
b4eef6c9-fa73-4b67-99c8-3e5d8ca2cec1,8099,9,Americano,Foie Gras,Pizza,Chocolate,801.32,3,19,1838.26,09d9d869-c101-4094-b82f-43a57b3122b7,David Wood,ohuber@example.com,444-719-0706 ext: 3670,1831 Robert Burg,Greenfurt,Wyoming,97339,4692449442767774253,02/27,936,Mastercard
e9f44108-45af-456a-9abd-86cf6eb9afbd,8099,1,Kir,Smoked Salmon,Duck,Chocolate,717.11,3,19,1838.26,09d9d869-c101-4094-b82f-43a57b3122b7,David Wood,ohuber@example.com,444-719-0706 ext: 3670,1831 Robert Burg,Greenfurt,Wyoming,97339,4692449442767774253,02/27,936,Mastercard
590b6348-08b9-4564-b687-07058ff0dc1a,5889,7,Negroni,Escargot,Lobster,Pie,405.55,2,11,1020.3299999999999,c8ee5375-76a2-41c9-9263-1c5aac5d3969,Alan Mckinney,kyliehamilton@example.org,,19925 Smith Freeway Suite 431,Brewerport,Rhode Island,25279,2486367877022519,11/24,611,VISA
baf5e1df-929c-4fd7-beee-fa446f248349,5889,4,Americano,Caviar,Burger,Pudding,614.78,2,11,1020.3299999999999,c8ee5375-76a2-41c9-9263-1c5aac5d3969,Alan Mckinney,kyliehamilton@example.org,,19925 Smith Freeway Suite 431,Brewerport,Rhode Island,25279,2486367877022519,11/24,611,VISA
a7d04268-e7ad-43f9-8f19-28eae7c2d89b,5204,1,Campari and Soda,Oysters,Chicken,Pie,681.24,1,1,681.24,5f38bb07-02de-4217-8ec2-9566132fb2cc,Teresa Warner,danderson@example.org,798-447-6811 ext: 3484,88634 Rivera Highway Apt. 349,East Andreafort,Utah,55676,6011709424826022,03/28,547,Discover
3caf2449-cfb8-4bcb-a182-53d4b385de2f,5001,9,Kir Royale,Cheese Plate,Pork,Pudding,838.87,1,9,838.87,a082dffa-e267-4ce2-accb-d328a50ccedf,Matthew Jackson,,846-294-4580 ext: 313,57271 Jones Spring,Port Nathanielborough,Washington,02070,6537647299879889,06/25,962,Discover
4686845f-0459-43a4-92b9-8badadab8190,6103,2,Americano,Salad,Pork,Ice Cream,545.65,2,7,830.8,f5f57b91-f9a3-446a-b508-d98a9b547874,Taylor Brown,stephenrichards@example.net,944-858-9498,10961 Campbell Mission Suite 998,New Craig,Tennessee,28133,,,,
27326438-8ff2-4547-b424-8d405bd041c0,6103,5,Champagne,Pate,Pasta,Cookies,285.15,2,7,830.8,f5f57b91-f9a3-446a-b508-d98a9b547874,Taylor Brown,stephenrichards@example.net,944-858-9498,10961 Campbell Mission Suite 998,New Craig,Tennessee,28133,,,,
9f8535a8-b62c-4a29-8aaf-bcbad55b0b3f,8179,8,Kir Royale,Smoked Salmon,Fish,Pudding,979.19,2,12,1130.91,ec6599ee-e3a3-42c8-89fa-f86d7ec8d8ba,Amanda Gallagher,pstewart@example.net,757-446-9852 ext: 073,570 Michael Neck,West Scottchester,Ohio,40187,4107042773961288223,02/28,932,VISA
d6b23f42-73e0-47f9-a111-d473607a8a43,8179,4,Bellini,Crudites,Duck,Chocolate,151.72,2,12,1130.91,ec6599ee-e3a3-42c8-89fa-f86d7ec8d8ba,Amanda Gallagher,pstewart@example.net,757-446-9852 ext: 073,570 Michael Neck,West Scottchester,Ohio,40187,4107042773961288223,02/28,932,VISA
7c83d150-4672-4302-b587-67b79e16104a,5789,5,Aperol Spritz,Cheese Plate,Fish,Sorbet,516.17,2,14,1089.69,6196f0be-50a5-4b60-96fa-e1af153fd655,Dwayne Moore,rachel30@example.com,537-344-7432 ext: 013,42782 Pruitt Groves Apt. 637,North Jillianborough,South Dakota,35263,4331974715649365111,05/31,512,VISA
bf4f090b-f593-4576-aeae-80e2245ac831,5789,9,Vermouth,Smoked Salmon,Chicken,Chocolate Cake,573.52,2,14,1089.69,6196f0be-50a5-4b60-96fa-e1af153fd655,Dwayne Moore,rachel30@example.com,537-344-7432 ext: 013,42782 Pruitt Groves Apt. 637,North Jillianborough,South Dakota,35263,4331974715649365111,05/31,512,VISA
183b2a54-1c6f-4c1c-ab7c-836c8c999b89,6559,3,Sherry,Soup,Chicken,Cobbler,568.13,1,3,568.13,c3020585-71d0-404d-a396-2fdfdb452bb3,Joe Quinn,warrendavidson@example.net,410-801-0595,26160 Lisa Motorway,Jamesberg,New Hampshire,31551,180064583041320,08/29,387,VISA
2e2bb203-e1a2-4232-8db0-0015cf26854c,939,10,Aperol Spritz,Caviar,Pasta,Cheesecake,228.73,3,19,1409.71,c4c42a04-5ddd-4655-b010-73e827fface9,Gabrielle Anderson,mitchellkaren@example.net,,036 Ramirez Underpass,Jessicahaven,Pennsylvania,27380,180044071866321,05/26,164,JCB
43327e17-97fa-4d8e-9271-03cf716e7422,939,6,Americano,Pate,Lamb,Cobbler,879.48,3,19,1409.71,c4c42a04-5ddd-4655-b010-73e827fface9,Gabrielle Anderson,mitchellkaren@example.net,,036 Ramirez Underpass,Jessicahaven,Pennsylvania,27380,180044071866321,05/26,164,JCB
cf1af891-8565-43d9-912e-3063bc96280d,939,3,Sherry,Smoked Salmon,Pasta,Chocolate Cake,301.5,3,19,1409.71,c4c42a04-5ddd-4655-b010-73e827fface9,Gabrielle Anderson,mitchellkaren@example.net,,036 Ramirez Underpass,Jessicahaven,Pennsylvania,27380,180044071866321,05/26,164,JCB
2d9bbdeb-3a6f-421a-aac3-2eb738269e63,4431,8,Port,Soup,Pasta,Creme Brulee,698.73,2,17,886.47,53634fab-4671-4d2f-b09b-a0faadb805cf,Cathy Stone,mathisnicholas@example.org,,0023 Kelly Mountains Apt. 209,Toddhaven,Alaska,23040,213194348785993,02/28,8022,VISA
e7de4652-c2ec-4024-8642-0f80a300d1df,4431,9,Aperol Spritz,Caviar,Steak,Pudding,187.74,2,17,886.47,53634fab-4671-4d2f-b09b-a0faadb805cf,Cathy Stone,mathisnicholas@example.org,,0023 Kelly Mountains Apt. 209,Toddhaven,Alaska,23040,213194348785993,02/28,8022,VISA
7d959365-319e-4562-80b2-ebfaa2270d83,1176,9,Vermouth,Caviar,Burger,Pie,817.51,2,12,1405.96,74db1520-3578-4138-9170-ca3a464b140f,Joshua Simpson,anthonymiles@example.org,571-258-4132 ext: 515,05527 Hardin Hill,Wardview,Missouri,14961,375534452247211,05/28,574,VISA
67457766-89ab-4496-a8b1-255c88447900,1176,3,Bellini,Charcuterie,Pork,Sorbet,588.45,2,12,1405.96,74db1520-3578-4138-9170-ca3a464b140f,Joshua Simpson,anthonymiles@example.org,571-258-4132 ext: 515,05527 Hardin Hill,Wardview,Missouri,14961,375534452247211,05/28,574,VISA
b0fbd078-66b3-494a-a149-917176ce9772,143,5,Champagne,Salad,Pizza,Pudding,728.31,1,5,728.31,1c8b61a0-fa7e-45a9-b5a9-493c07e870c5,Jermaine Morrison,janelynch@example.com,,3206 Jessica Tunnel Apt. 423,Clarkshire,Washington,92309,4533609874749613,10/29,882,Diners Club / Carte Blanche
914527c9-c318-4f17-8508-f544aef6f862,5652,8,Campari and Soda,Smoked Salmon,Lobster,Ice Cream,915.32,2,17,1763.5900000000001,98fee1e8-769d-4247-a3ff-3bd18dad5593,Luis Chaney,xmonroe@example.com,,85185 Christian Rest,Robertville,South Carolina,46866,567564040044,11/32,802,VISA
39c67cc5-9c6a-4238-8666-433f06cb6821,5652,9,Kir Royale,Foie Gras,Steak,Cobbler,848.27,2,17,1763.5900000000001,98fee1e8-769d-4247-a3ff-3bd18dad5593,Luis Chaney,xmonroe@example.com,,85185 Christian Rest,Robertville,South Carolina,46866,567564040044,11/32,802,VISA
0d4770c3-e685-4a1b-9cbe-b2b60bc59166,1238,3,Bellini,Soup,Fish,Pudding,839.06,3,19,2416.3599999999997,e50060bf-d363-44b4-8af5-ef86f004e70b,Alvin Gordon,robertmendez@example.com,992-784-3777,488 Howard Drives Suite 691,Chelseafurt,Kansas,29576,3557172242204368,05/29,131,JCB
c0ace99c-1094-4121-9e8d-084414996e3f,1238,9,Port,Oysters,Pork,Sorbet,782.77,3,19,2416.3599999999997,e50060bf-d363-44b4-8af5-ef86f004e70b,Alvin Gordon,robertmendez@example.com,992-784-3777,488 Howard Drives Suite 691,Chelseafurt,Kansas,29576,3557172242204368,05/29,131,JCB
8c505c84-4c3a-4b43-b055-32384bb8d7a9,1238,7,Champagne,Smoked Salmon,Lamb,Ice Cream,794.53,3,19,2416.3599999999997,e50060bf-d363-44b4-8af5-ef86f004e70b,Alvin Gordon,robertmendez@example.com,992-784-3777,488 Howard Drives Suite 691,Chelseafurt,Kansas,29576,3557172242204368,05/29,131,JCB
29f7b7f4-0e08-4032-8c65-321efeca7300,6960,8,Americano,Escargot,Fish,Pudding,172.23,1,8,172.23,f28b0193-7764-4822-9588-81efed623362,Michelle Bruce,jonathan56@example.com,,054 Hubbard Passage Apt. 341,Port Jackshire,Virginia,96930,4889545178534956,06/24,785,Discover
2c1966ef-c455-4d17-9bd0-92d31a6c3540,1780,8,Americano,Soup,Fish,Cheesecake,932.49,2,15,1418.31,47e74974-e8f4-471d-9152-747a591844eb,Blake Gonzales,ymitchell@example.org,674-665-5260 ext: 06611,68167 Osborne Burg,Mezamouth,Virginia,42078,4618297397187871,12/24,466,American Express
8ed0cbd0-7fab-4d0d-a1a4-bd722a506816,1780,7,Vermouth,Cheese Plate,Duck,Cookies,485.82,2,15,1418.31,47e74974-e8f4-471d-9152-747a591844eb,Blake Gonzales,ymitchell@example.org,674-665-5260 ext: 06611,68167 Osborne Burg,Mezamouth,Virginia,42078,4618297397187871,12/24,466,American Express
b3d433e7-d459-4c7f-9ae3-ae4800a52417,5299,5,Negroni,Oysters,Chicken,Cheesecake,749.29,2,9,1673.57,a4521987-b217-472d-9f18-f3ffe2afe287,William Thompson,markadams@example.com,,8824 Colleen Walks Suite 610,Hatfieldfort,Hawaii,61596,374723981699882,08/27,904,JCB
376e35bc-3969-4363-86d6-5344fda15172,5299,4,Port,Caviar,Pork,Pudding,924.28,2,9,1673.57,a4521987-b217-472d-9f18-f3ffe2afe287,William Thompson,markadams@example.com,,8824 Colleen Walks Suite 610,Hatfieldfort,Hawaii,61596,374723981699882,08/27,904,JCB
b5fa33fa-2c29-455c-b86f-52758cced89b,5965,3,Champagne,Charcuterie,Lobster,Cheesecake,553.39,1,3,553.39,0e5e70fa-4807-4f8f-981d-3b0c24b80248,Kristin Cooke,johnsmith@example.org,768-953-8104 ext: 9958,811 Parsons Station Suite 389,Robertsberg,Vermont,14313,379171049049739,03/25,469,American Express
65d593df-b6c5-4624-af06-5cc5257eb0b5,9461,4,Port,Salad,Steak,Cheesecake,286.53,2,7,1275.59,97260eb9-3f76-4319-9a20-6dead7b2d249,Pamela Anderson,sloanvictor@example.net,675-394-3734 ext: 4107,393 Holloway Cliffs,Teresafurt,Alaska,08893,6011480578661603,12/26,323,American Express
d40d0c6d-7cbc-473a-85a1-b5e122a1a797,9461,3,Kir,Oysters,Lobster,Cookies,989.06,2,7,1275.59,97260eb9-3f76-4319-9a20-6dead7b2d249,Pamela Anderson,sloanvictor@example.net,675-394-3734 ext: 4107,393 Holloway Cliffs,Teresafurt,Alaska,08893,6011480578661603,12/26,323,American Express
c8a84a0c-c1ac-45a0-8180-c8de288338c9,5782,7,Port,Escargot,Duck,Pudding,363.78,1,7,363.78,7e101f57-d53f-451d-90b5-4b6ed250002d,Kelly Ali,,207-283-2430,18665 Michelle Camp,Markborough,Wisconsin,29173,2235883687640187,07/30,030,JCB
55207dd9-6bb3-4da1-b4fb-a55cbcdf9925,3904,4,Port,Salad,Duck,Chocolate Cake,282.84,2,10,598.63,627a0db7-586c-4337-9d01-4fb3d4aa9390,Joshua Molina MD,robertcurtis@example.net,,9887 Karen Ports,Elizabethfurt,Idaho,74445,180048888410975,01/26,0990,VISA
cb7816f5-a080-4ee4-b7d4-0d809b762ff2,3904,6,Negroni,Cheese Plate,Fish,Pudding,315.79,2,10,598.63,627a0db7-586c-4337-9d01-4fb3d4aa9390,Joshua Molina MD,robertcurtis@example.net,,9887 Karen Ports,Elizabethfurt,Idaho,74445,180048888410975,01/26,0990,VISA
866b9e59-085b-459f-8408-5aca55f213a7,9636,1,Campari and Soda,Oysters,Vegetarian,Chocolate,519.32,1,1,519.32,d7a70d59-ba0b-40f0-835b-7a6abbf200f9,Katherine Dickson,jeffrey77@example.net,562-839-2271,913 Gonzalez Gardens,Paceland,Texas,39894,3507924635153003,05/28,168,Diners Club / Carte Blanche
5ef5c555-8e9e-4594-93ea-fb89a4cf161b,7037,4,Negroni,Salad,Chicken,Sorbet,156.36,1,4,156.36,33788ed7-daeb-4869-96ae-3c437f8b6a73,Sandra Smith,murphycaroline@example.net,692-867-6194 ext: 978,71450 Rivera Extensions,Romeroshire,Alaska,03113,3562888447556814,02/33,096,VISA
d9941d0c-877d-4511-94f5-7e007611fd96,2773,10,Champagne,Smoked Salmon,Pizza,Chocolate Cake,310.11,3,22,1593.98,7c34e290-b5bd-48c7-ac49-17a1c9ca5786,David Travis,franklindennis@example.net,,5986 Garcia Wall Suite 968,Sanchezborough,Virginia,99687,6566318723688387,12/24,787,JCB
1e6ff047-1009-4b04-a6b4-ace0b214a655,2773,10,Vermouth,Soup,Pizza,Ice Cream,664.08,3,22,1593.98,7c34e290-b5bd-48c7-ac49-17a1c9ca5786,David Travis,franklindennis@example.net,,5986 Garcia Wall Suite 968,Sanchezborough,Virginia,99687,6566318723688387,12/24,787,JCB
733acfbe-d4c2-4802-b0b8-41a1bee880b4,2773,2,Kir,Crudites,Duck,Chocolate,619.79,3,22,1593.98,7c34e290-b5bd-48c7-ac49-17a1c9ca5786,David Travis,franklindennis@example.net,,5986 Garcia Wall Suite 968,Sanchezborough,Virginia,99687,6566318723688387,12/24,787,JCB
183e1efb-378f-456d-a32b-661f28be27b6,7895,7,Champagne,Pate,Vegetarian,Ice Cream,788.83,1,7,788.83,a02cb7a2-90ac-4822-af62-b33fe1d1c153,David Weaver,jamieperkins@example.org,781-975-2521 ext: 660,0902 Jeffrey Fort,Wardmouth,Tennessee,70935,4377370351968502,06/31,1490,VISA
afdfc7ad-5b0e-4420-b1c9-d0936a5dc808,4014,10,Bellini,Cheese Plate,Burger,Cheesecake,568.62,1,10,568.62,9c209ed3-883f-47fb-a483-cb90acefc40e,Adam Smith,lindaadams@example.org,657-890-6768 ext: 6918,45517 William Brook,Marquezberg,Louisiana,90428,3575949743547645,02/32,221,JCB
921c410d-dfb2-4b70-9ca6-b09d3b3f121b,8713,6,Kir Royale,Cheese Plate,Burger,Cheesecake,578.21,4,21,2446.75,456c95ac-b473-4c7e-94e5-60caaa657598,Timothy Brown,georgechristopher@example.org,802-210-2764 ext: 3781,820 Graham Vista,Williamstad,New York,38978,3586242760746010,06/31,671,VISA
0c1836f4-eda3-4624-8486-f83226ce3076,8713,6,Campari and Soda,Crudites,Chicken,Cobbler,949.88,4,21,2446.75,456c95ac-b473-4c7e-94e5-60caaa657598,Timothy Brown,georgechristopher@example.org,802-210-2764 ext: 3781,820 Graham Vista,Williamstad,New York,38978,3586242760746010,06/31,671,VISA
46c02d74-c836-44ee-aaad-4b501385f396,8713,5,Vermouth,Crudites,Lamb,Creme Brulee,215.84,4,21,2446.75,456c95ac-b473-4c7e-94e5-60caaa657598,Timothy Brown,georgechristopher@example.org,802-210-2764 ext: 3781,820 Graham Vista,Williamstad,New York,38978,3586242760746010,06/31,671,VISA
9149cd3d-4245-474a-a72e-ad54c1ea8293,8713,4,Aperol Spritz,Crudites,Lobster,Ice Cream,702.82,4,21,2446.75,456c95ac-b473-4c7e-94e5-60caaa657598,Timothy Brown,georgechristopher@example.org,802-210-2764 ext: 3781,820 Graham Vista,Williamstad,New York,38978,3586242760746010,06/31,671,VISA
422c4884-7bab-4066-b75e-e343c526866f,3772,10,Americano,Crudites,Lobster,Ice Cream,864.41,4,34,2630.8199999999997,a337b27d-b4b2-4e6a-9dd1-f3a2877900f8,Colton Weaver,tammy56@example.com,771-935-4400 ext: 2189,81080 Donald Trace Suite 750,Lake Donald,South Carolina,94803,4789676920543,12/27,464,JCB
aec9fd0c-4b0e-4022-b60d-ccecfb700aab,3772,10,Americano,Charcuterie,Fish,Tiramisu,680.88,4,34,2630.8199999999997,a337b27d-b4b2-4e6a-9dd1-f3a2877900f8,Colton Weaver,tammy56@example.com,771-935-4400 ext: 2189,81080 Donald Trace Suite 750,Lake Donald,South Carolina,94803,4789676920543,12/27,464,JCB
d85610a7-0b41-42d9-84af-e51c40af9259,3772,9,Aperol Spritz,Foie Gras,Lamb,Chocolate,869.31,4,34,2630.8199999999997,a337b27d-b4b2-4e6a-9dd1-f3a2877900f8,Colton Weaver,tammy56@example.com,771-935-4400 ext: 2189,81080 Donald Trace Suite 750,Lake Donald,South Carolina,94803,4789676920543,12/27,464,JCB
998feed8-5891-440b-840f-66a6bc92163c,3772,5,Bellini,Escargot,Pasta,Sorbet,216.22,4,34,2630.8199999999997,a337b27d-b4b2-4e6a-9dd1-f3a2877900f8,Colton Weaver,tammy56@example.com,771-935-4400 ext: 2189,81080 Donald Trace Suite 750,Lake Donald,South Carolina,94803,4789676920543,12/27,464,JCB
24e6a0c7-7f5b-41ae-8598-2a68aa86854e,6613,2,Americano,Cheese Plate,Burger,Pie,337.91,2,12,1096.32,5c9d8741-3e31-4924-a5fb-55557dc742c6,Katie Morris,davidkelley@example.com,,220 Levine Hill Apt. 326,Taylorberg,Mississippi,02565,3535230347699911,12/29,162,VISA
3c0fe033-dfb9-41b3-bff4-0caeb332b877,6613,10,Port,Crudites,Fish,Cheesecake,758.41,2,12,1096.32,5c9d8741-3e31-4924-a5fb-55557dc742c6,Katie Morris,davidkelley@example.com,,220 Levine Hill Apt. 326,Taylorberg,Mississippi,02565,3535230347699911,12/29,162,VISA
4cb72555-af8c-4140-8b23-11aaf7feafe8,3210,6,Bellini,Charcuterie,Pasta,Pudding,157.84,2,11,1062.09,029d32c8-4bce-476b-8a7a-9fda6974d131,Donna Roach,,492-596-6547 ext: 5055,8641 Pena Landing,Port Josephshire,Georgia,03038,3531819764872540,08/26,179,Maestro
2998b896-be95-49d0-b5d1-6fbb451d6ef2,3210,5,Aperol Spritz,Crudites,Duck,Tiramisu,904.25,2,11,1062.09,029d32c8-4bce-476b-8a7a-9fda6974d131,Donna Roach,,492-596-6547 ext: 5055,8641 Pena Landing,Port Josephshire,Georgia,03038,3531819764872540,08/26,179,Maestro
d8424fbc-d47f-42d4-91a6-bc59476cf5b2,383,5,Sherry,Soup,Fish,Cheesecake,610.68,2,11,1348.21,9b38edb6-cb59-4d0e-890c-da1f023d9446,Robert Collins,baileyphillip@example.org,441-333-8431 ext: 350,57420 Collin Port,Brownington,New Jersey,02507,586244152789,05/31,245,JCB
c5eb63d2-64f5-441c-a7e2-a4799c7bf026,383,6,Vermouth,Pate,Duck,Cheesecake,737.53,2,11,1348.21,9b38edb6-cb59-4d0e-890c-da1f023d9446,Robert Collins,baileyphillip@example.org,441-333-8431 ext: 350,57420 Collin Port,Brownington,New Jersey,02507,586244152789,05/31,245,JCB
36c744ad-f8f6-4943-8502-b5f1c1c2dbc8,2978,6,Bellini,Foie Gras,Vegetarian,Ice Cream,511.14,3,20,1300.69,8e9ae4fd-ce0c-4047-8ed8-1e7b619d8447,Daniel Stewart,,,404 Ramirez Underpass,East Karenburgh,Montana,03071,2278117906403343,01/25,763,JCB
db31f751-e0ed-473d-b093-385b572f1bcb,2978,10,Sherry,Pate,Pork,Ice Cream,134.99,3,20,1300.69,8e9ae4fd-ce0c-4047-8ed8-1e7b619d8447,Daniel Stewart,,,404 Ramirez Underpass,East Karenburgh,Montana,03071,2278117906403343,01/25,763,JCB
