customer_id,total_orders,total_items,total_spent,order_id,items,aperitifs,appetizers,entrees,desserts,total,address,city,credit_card_expires,credit_card_number,credit_card_provider,credit_card_security_code,customer_demographics_id,email,name,phone_number,state,zip_code
2143,1,3,301.51,42bc9d0a-50fe-4ad0-a272-25d19802bd42,3,Kir Royale,Crudites,Duck,Cheesecake,301.51,9664 Gill Shoals Suite 341,Lake Linda,10/33,6590104888004267,Mastercard,235,24cdd072-1f48-4032-b92f-5b4cf49c5e1d,colleensmith@example.org,David Garrett,739-434-8920 ext: 270,Michigan,34327
2145,1,10,145.97,384eafef-832c-42e8-8ade-dfbbd9dc5747,10,Negroni,Foie Gras,Fish,Chocolate,145.97,487 Stewart Pike,South Ryan,05/26,060403885050,JCB 15 digit,836,a725e680-f58c-4cb5-b1c0-8db2927e7c6d,benjaminmatthew@example.net,Amanda Long,288-575-4786 ext: 21714,Washington,83861
2147,2,9,1436.18,62949df0-43cd-4f30-a1da-21b12e44f469,7,Americano,Charcuterie,Steak,Cheesecake,539.99,49175 Vaughn Trafficway,East Vincentburgh,10/28,2273813348245848,Maestro,961,60dd2e93-4540-427f-8c1b-227fc4c7a085,,Ruben Brown,665-834-1678 ext: 6163,Washington,60090
2147,2,9,1436.18,71747986-3492-47d9-8026-057bb1f5b5c3,2,Champagne,Smoked Salmon,Pork,Cheesecake,896.19,49175 Vaughn Trafficway,East Vincentburgh,10/28,2273813348245848,Maestro,961,60dd2e93-4540-427f-8c1b-227fc4c7a085,,Ruben Brown,665-834-1678 ext: 6163,Washington,60090
2149,3,23,2636.8199999999997,65564cf1-2572-447b-933e-cb6462d12e90,8,Port,Cheese Plate,Pizza,Pudding,796.78,2177 Cobb Well,East Zachary,03/27,4503691794745174,JCB 15 digit,123,a9bcde88-1bfb-4227-a097-eaa8ef5a306e,dmorris@example.org,Christina Bennett DDS,893-271-3468,Minnesota,15591
2149,3,23,2636.8199999999997,8ff6abbd-b783-4ffd-b7ae-d3fc79ed2094,7,Vermouth,Pate,Lamb,Cookies,937.87,2177 Cobb Well,East Zachary,03/27,4503691794745174,JCB 15 digit,123,a9bcde88-1bfb-4227-a097-eaa8ef5a306e,dmorris@example.org,Christina Bennett DDS,893-271-3468,Minnesota,15591
2149,3,23,2636.8199999999997,663f2726-6188-4cfc-af52-db1946e5862e,8,Sherry,Pate,Chicken,Creme Brulee,902.17,2177 Cobb Well,East Zachary,03/27,4503691794745174,JCB 15 digit,123,a9bcde88-1bfb-4227-a097-eaa8ef5a306e,dmorris@example.org,Christina Bennett DDS,893-271-3468,Minnesota,15591
2150,2,10,829.15,ed8aba69-66d7-4970-b3ef-428b532ed87e,5,Sherry,Salad,Lamb,Tiramisu,421.76,6197 Gillespie Mountain,Rossberg,02/30,6011597131340407,Discover,3804,133082e9-5c37-4e89-b6c0-e887cfaf1f29,keithrobinson@example.org,Sharon Garcia,,Florida,67172
2150,2,10,829.15,5b13e7f6-a3c6-424d-b90b-6db9e64a9560,5,Sherry,Soup,Vegetarian,Cookies,407.39,6197 Gillespie Mountain,Rossberg,02/30,6011597131340407,Discover,3804,133082e9-5c37-4e89-b6c0-e887cfaf1f29,keithrobinson@example.org,Sharon Garcia,,Florida,67172
2151,2,12,847.88,08dd90f9-7bce-48af-9920-cc1339939597,6,Champagne,Charcuterie,Lamb,Cobbler,698.77,,,10/32,36135076065269,VISA 16 digit,534,c591f1ad-3aeb-43f7-a39f-c7b0405cb7be,uobrien@example.com,Andrew Johnson,700-837-7508 ext: 89151,,
2151,2,12,847.88,fec92db4-8c9b-4ebf-a5cc-b8ff5ed566ff,6,Americano,Oysters,Lobster,Cheesecake,149.11,,,10/32,36135076065269,VISA 16 digit,534,c591f1ad-3aeb-43f7-a39f-c7b0405cb7be,uobrien@example.com,Andrew Johnson,700-837-7508 ext: 89151,,
2152,4,16,3405.73,87c15ae9-d6e9-4ca1-abc7-5e08818058eb,4,Port,Oysters,Pasta,Pudding,713.25,45843 Joshua Squares Suite 145,East Kelly,06/26,639080755908,VISA 16 digit,221,dfe6fa67-242e-461b-926c-04e78018dab0,,Melissa Navarro,834-962-9185 ext: 07926,Wisconsin,75173
2152,4,16,3405.73,3021a110-ef43-4a95-9aea-c9de02ea9328,8,Vermouth,Caviar,Chicken,Cookies,755.68,45843 Joshua Squares Suite 145,East Kelly,06/26,639080755908,VISA 16 digit,221,dfe6fa67-242e-461b-926c-04e78018dab0,,Melissa Navarro,834-962-9185 ext: 07926,Wisconsin,75173
2152,4,16,3405.73,15694f73-ee70-4044-b708-246420a16bb1,3,Bellini,Oysters,Lobster,Chocolate Cake,967.5,45843 Joshua Squares Suite 145,East Kelly,06/26,639080755908,VISA 16 digit,221,dfe6fa67-242e-461b-926c-04e78018dab0,,Melissa Navarro,834-962-9185 ext: 07926,Wisconsin,75173
2152,4,16,3405.73,3cbfca42-c457-4e87-ba8c-75f7bbf308f0,1,Port,Caviar,Chicken,Creme Brulee,969.3,45843 Joshua Squares Suite 145,East Kelly,06/26,639080755908,VISA 16 digit,221,dfe6fa67-242e-461b-926c-04e78018dab0,,Melissa Navarro,834-962-9185 ext: 07926,Wisconsin,75173
2153,2,8,1157.5,42973812-e80f-4b98-97fc-6480d70c767b,3,Kir,Soup,Lamb,Creme Brulee,373.16,518 Scott Manor Apt. 418,Changshire,08/33,4299009029731134437,JCB 16 digit,106,d3edb30a-e0aa-4712-bd05-18f3848bad01,brownkara@example.org,Joan Tapia,340-560-9383,Delaware,65419
2153,2,8,1157.5,45144d21-6e65-42eb-a6f1-8f68464bb02f,5,Champagne,Foie Gras,Steak,Tiramisu,784.34,518 Scott Manor Apt. 418,Changshire,08/33,4299009029731134437,JCB 16 digit,106,d3edb30a-e0aa-4712-bd05-18f3848bad01,brownkara@example.org,Joan Tapia,340-560-9383,Delaware,65419
2155,1,10,561.96,57a0de22-4720-438f-92b8-ecc20d8f29c2,10,Sherry,Cheese Plate,Steak,Pie,561.96,702 Matthew Burgs Suite 664,West Dawn,10/27,4858844629379229,Discover,379,9647c62e-d93f-47f6-93ba-506181f7ffe4,whitejoann@example.org,Rebecca Everett,952-563-8170 ext: 6349,Vermont,18779
2157,1,8,224.53,16d98741-86b6-4227-84b5-556b3a4412da,8,Champagne,Cheese Plate,Duck,Creme Brulee,224.53,63273 Martinez Rest Suite 697,Jessicafurt,04/32,3541662286705253,VISA 16 digit,1219,ed733150-66af-4755-9ba8-4d8fd2a025fe,mpowell@example.com,Rachel Knight,226-976-0779 ext: 75360,Michigan,35945
2160,1,9,743.21,1f33c8d3-38de-4229-98b4-bbc1ef3075e8,9,Kir Royale,Foie Gras,Lobster,Ice Cream,743.21,783 Brown Lights,Lisaton,09/24,676341542303,Mastercard,087,8688d83e-95ee-4df0-8649-ead0e052252e,preston18@example.com,Jesus Boone,252-453-1083 ext: 455,Michigan,16800
2161,3,19,1819.69,63f3cec3-9879-40b2-a7e5-531d45d37d11,4,Port,Smoked Salmon,Fish,Cobbler,449.36,55690 Heather Orchard Suite 318,Tinaville,02/32,4506848486968863,VISA 16 digit,434,088bbc7d-98ab-4ee9-9379-62969a6a8e03,joel99@example.org,Elizabeth Robles,610-583-3463,Colorado,32023
2161,3,19,1819.69,2e422997-154b-471f-9525-52be1421e3e3,10,Negroni,Oysters,Burger,Pudding,726.57,55690 Heather Orchard Suite 318,Tinaville,02/32,4506848486968863,VISA 16 digit,434,088bbc7d-98ab-4ee9-9379-62969a6a8e03,joel99@example.org,Elizabeth Robles,610-583-3463,Colorado,32023
2161,3,19,1819.69,da52d748-08cf-425d-a43b-7f7f9a9a434d,5,Kir Royale,Smoked Salmon,Fish,Pie,643.76,55690 Heather Orchard Suite 318,Tinaville,02/32,4506848486968863,VISA 16 digit,434,088bbc7d-98ab-4ee9-9379-62969a6a8e03,joel99@example.org,Elizabeth Robles,610-583-3463,Colorado,32023
2162,1,2,279.29,d35ed7bb-6841-470c-bc05-148ffb7fcc24,2,Vermouth,Crudites,Lobster,Cookies,279.29,1572 Mary Streets,New Zacharyberg,08/26,30280671753111,JCB 16 digit,056,037bf2a6-f7e5-490f-a7de-2599903bcd84,carrie61@example.net,Kenneth Harvey,556-881-7269,North Dakota,47366
2163,1,9,596.99,bccf14f7-6744-4131-9087-d47872477fef,9,Kir,Salad,Lobster,Pie,596.99,5437 Smith Stream,Matthewmouth,01/27,30157891274948,VISA 19 digit,644,ee157210-ca6f-4c95-b7a6-dabfac1225da,,Patricia Carr,,Illinois,10630
2166,1,4,656.94,3da4e8b9-dc50-4932-8bee-85d7745ff518,4,Sherry,Smoked Salmon,Pork,Cheesecake,656.94,442 Wanda Parkways Suite 293,Gallowayhaven,07/33,180047927770787,VISA 19 digit,091,547e5f1f-1625-48ae-a503-37779defa169,lyonsdeborah@example.com,Christian Smith,,Michigan,76000
2167,1,8,396.16,1a1bb909-393b-47a2-8632-c952372b7ff4,8,Sherry,Smoked Salmon,Steak,Creme Brulee,396.16,171 Le Summit,Michaelborough,03/24,3522200319657804,Mastercard,006,b4cd983c-c3c7-4d75-bfab-22b8d1961216,travisking@example.org,Michelle Romero,308-530-6692 ext: 739,Massachusetts,28063
2169,1,7,838.67,f10ae1e7-d89c-4e1a-995c-8866be66f62a,7,Sherry,Soup,Chicken,Pie,838.67,5577 Scott Fall Apt. 353,New Tina,02/25,4831235082783803,VISA 13 digit,871,9a8d7cdf-6220-4d52-8a48-9840bae33cef,zamoratom@example.net,Jason Tucker,,Colorado,32820
2170,3,14,1028.44,4ec66954-c11d-449a-8fcd-d22a38941897,3,Negroni,Soup,Pork,Ice Cream,228.0,218 Samantha Hills Suite 165,West Erikview,12/32,343970039010335,VISA 13 digit,764,6661002f-7534-4c01-9720-e362e3871ea6,mwerner@example.org,Debra Robinson PhD,738-938-6682,Maine,40468
2170,3,14,1028.44,7f55de16-f834-4359-9fcd-e0206198cebc,8,Campari and Soda,Escargot,Duck,Cobbler,572.75,218 Samantha Hills Suite 165,West Erikview,12/32,343970039010335,VISA 13 digit,764,6661002f-7534-4c01-9720-e362e3871ea6,mwerner@example.org,Debra Robinson PhD,738-938-6682,Maine,40468
2170,3,14,1028.44,8e0dd9d6-ecba-4cc5-8b74-891f25fd0462,3,Port,Caviar,Chicken,Cobbler,227.69,218 Samantha Hills Suite 165,West Erikview,12/32,343970039010335,VISA 13 digit,764,6661002f-7534-4c01-9720-e362e3871ea6,mwerner@example.org,Debra Robinson PhD,738-938-6682,Maine,40468
2172,1,1,533.54,a3c96895-8836-4021-b4c2-9389bbfbb532,1,Champagne,Soup,Steak,Cheesecake,533.54,3985 Johnson Summit,Robertstad,02/26,3594487416059686,VISA 16 digit,489,9f8021b4-b838-4217-b6d3-a85fb4b01f95,khurley@example.com,Herbert Rubio,949-410-7913 ext: 1695,Florida,37754
2173,3,19,1687.91,398fa083-4c96-4cb5-b2a6-aac8785f5698,8,Kir,Salad,Lamb,Chocolate,388.62,065 John Place Apt. 439,East Karentown,02/33,30560639545984,JCB 16 digit,186,f781455b-8266-4c89-8ef9-333f6a31d0d7,,Christy Beck,817-993-6812 ext: 05375,Rhode Island,45671
2173,3,19,1687.91,f356308e-7602-4f01-af8f-b6438bf88237,1,Aperol Spritz,Caviar,Lamb,Pudding,918.24,065 John Place Apt. 439,East Karentown,02/33,30560639545984,JCB 16 digit,186,f781455b-8266-4c89-8ef9-333f6a31d0d7,,Christy Beck,817-993-6812 ext: 05375,Rhode Island,45671
2173,3,19,1687.91,e2f49f96-d236-423a-b269-722c68cc0c30,10,Negroni,Escargot,Steak,Pie,381.05,065 John Place Apt. 439,East Karentown,02/33,30560639545984,JCB 16 digit,186,f781455b-8266-4c89-8ef9-333f6a31d0d7,,Christy Beck,817-993-6812 ext: 05375,Rhode Island,45671
2174,2,9,1631.06,5f1329bf-7c16-469f-9789-1166b5599096,1,Campari and Soda,Charcuterie,Lobster,Cookies,815.62,993 Phillips Oval,Brownville,05/32,5262248217777736,JCB 15 digit,178,1289fb80-c434-4c6d-b6e5-bb5271d12d01,amber02@example.org,Elizabeth Watson,850-942-6730 ext: 91458,Vermont,40696
2174,2,9,1631.06,96eb6b5d-f3a1-4669-91fd-1f79f5e828e7,8,Aperol Spritz,Cheese Plate,Burger,Cookies,815.44,993 Phillips Oval,Brownville,05/32,5262248217777736,JCB 15 digit,178,1289fb80-c434-4c6d-b6e5-bb5271d12d01,amber02@example.org,Elizabeth Watson,850-942-6730 ext: 91458,Vermont,40696
2175,1,4,410.33,db385f0a-f95e-499d-a5ba-e7e83d9c6013,4,Vermouth,Crudites,Fish,Creme Brulee,410.33,60630 Clark Islands Apt. 969,Tamibury,12/31,213132814200758,VISA 16 digit,963,47fc7a25-4a9b-4d50-a17c-39ff694cc518,jeremy52@example.com,Tyrone Conway,,Oklahoma,96863
2176,2,16,879.6800000000001,3196a645-0499-413d-8657-42370ddb17f7,6,Champagne,Cheese Plate,Lobster,Chocolate Cake,140.33,364 Deborah Orchard Suite 944,East Michaelside,12/24,4036648194967267,VISA 16 digit,017,eda724d2-38cc-4463-ac66-6df0ebc3090d,byrdkatherine@example.org,Mary Carroll,,South Carolina,11836
2176,2,16,879.6800000000001,c9935b6d-e6ae-47d8-8820-cc047645e969,10,Vermouth,Cheese Plate,Steak,Chocolate Cake,739.35,364 Deborah Orchard Suite 944,East Michaelside,12/24,4036648194967267,VISA 16 digit,017,eda724d2-38cc-4463-ac66-6df0ebc3090d,byrdkatherine@example.org,Mary Carroll,,South Carolina,11836
2177,1,4,930.66,9099e4d9-98a2-470e-8dad-9473aa3b38d8,4,Aperol Spritz,Crudites,Pizza,Chocolate Cake,930.66,43164 Nelson Bridge,Davidchester,12/29,374015758895961,Discover,339,8c64dfa6-db0a-40a6-a9c0-4aae90af73b2,morrisonalejandro@example.net,Brianna Johnson,400-302-6358,Louisiana,99269
2180,1,6,931.31,aff1f08b-ebdd-4c47-8c97-5b7b664147f3,6,Americano,Soup,Steak,Cheesecake,931.31,809 Christina Course,New Amandaland,10/24,6501129347280867,VISA 13 digit,941,7e02110a-94e7-41e8-99e2-29fe7dd16341,,Michelle Gates,,Alabama,89807
2182,1,4,472.49,1cde9c95-7700-42da-8537-ce5abd13843e,4,Americano,Cheese Plate,Duck,Pie,472.49,1795 Green Highway,Sylviashire,06/33,372541912159608,Mastercard,941,941c1b29-b929-428a-85b2-496b763c8895,josephhardin@example.com,Rebecca Smith,647-472-7286 ext: 544,Oklahoma,19945
2183,1,9,987.97,de9c5690-2499-4e58-ac66-2cafd190f0c8,9,Aperol Spritz,Crudites,Pizza,Sorbet,987.97,86750 Adam Run Apt. 547,Brookeland,05/32,2278754304501763,VISA 16 digit,011,5791946c-2683-4d1d-b53c-3555bd203cd7,hector05@example.com,Clifford Tapia,672-219-4597 ext: 872,Colorado,07849
2185,2,16,1107.4,47f5a93f-970f-4fa1-8484-e990247bc209,7,Campari and Soda,Escargot,Burger,Pie,680.03,340 Jones Roads Apt. 615,West Phillipland,01/26,6580846395847222,Discover,089,e8248d10-bfe4-45c0-ab2e-122eeabdd3e0,ssalas@example.com,Robert Vazquez,538-994-8779,Connecticut,86622
2185,2,16,1107.4,5fecaa83-4070-43fb-9102-f778236bbd38,9,Vermouth,Salad,Pork,Ice Cream,427.37,340 Jones Roads Apt. 615,West Phillipland,01/26,6580846395847222,Discover,089,e8248d10-bfe4-45c0-ab2e-122eeabdd3e0,ssalas@example.com,Robert Vazquez,538-994-8779,Connecticut,86622
2187,1,7,972.82,c907c6be-1580-448d-93c1-7e91f5423838,7,Kir,Escargot,Chicken,Sorbet,972.82,,,08/24,3558857196546512,JCB 15 digit,086,c5414452-6852-406b-894f-c63f0320eb17,,Christina Campbell,916-392-9217 ext: 648,,
2188,1,8,923.49,8d1f1ca4-e023-4c96-91fd-725a76a92191,8,Kir,Caviar,Duck,Cheesecake,923.49,11080 Davis Manors Suite 369,Richardside,09/30,3531579988022344,VISA 19 digit,234,2807bf97-550e-4718-b3c5-e23469c7b46a,hgray@example.com,Bethany Campbell,675-916-6546 ext: 67922,Texas,17910
2189,1,6,520.22,1541650e-b65f-469e-b6a9-18fa9b0e155b,6,Vermouth,Smoked Salmon,Vegetarian,Chocolate,520.22,,,05/30,3593486556691606,JCB 16 digit,471,ee7c9167-70b7-4c37-8675-f2c5d231bd3c,ptorres@example.net,Tammy Montgomery,202-786-0918,,
2190,1,4,965.54,eaa53787-6f99-404e-b8ea-b5ad07663388,4,Champagne,Crudites,Duck,Creme Brulee,965.54,03273 Russell Junctions Apt. 384,West Jose,07/28,4706866788931330758,Mastercard,0837,9c981954-cce2-4360-84e9-6bcd7441db90,jvaughn@example.net,Alexandra Martinez,833-483-0396 ext: 767,Oregon,31157
2191,1,9,164.41,b15fc7a9-aceb-4130-a877-c9a63dd20679,9,Port,Oysters,Pizza,Ice Cream,164.41,972 Isabella Highway Apt. 225,Rogershaven,10/24,676253016908,VISA 13 digit,291,e3f31258-554b-44aa-a8b7-5ba6ae124c57,wvasquez@example.org,Jaclyn Wolfe,830-813-9020 ext: 09973,North Dakota,40911
2192,1,1,767.36,e1853e70-32d9-4c18-b9a7-51a4444b63e8,1,Vermouth,Smoked Salmon,Lamb,Chocolate Cake,767.36,649 Moore Groves,Kimberlybury,11/32,377735566994089,Diners Club / Carte Blanche,059,577a5ce6-b145-498c-80c6-05780eda64ac,williamshaw@example.com,Paul Benson,300-353-0711 ext: 25962,New Hampshire,20137
2193,2,11,865.27,0217fade-bd98-4901-bf8f-5ed7e4ba3aad,6,Kir,Crudites,Pork,Cheesecake,524.18,47249 Chelsea Terrace,Jacobview,09/31,4267270637858043,JCB 16 digit,472,99326f99-e05e-43c1-99e2-efede8546f16,thomasryan@example.org,Hannah Martinez,586-943-9913,Michigan,67891
2193,2,11,865.27,b5f2b7c7-60fd-4cb3-8d7c-36a96cc689bf,5,Champagne,Soup,Burger,Chocolate Cake,341.09,47249 Chelsea Terrace,Jacobview,09/31,4267270637858043,JCB 16 digit,472,99326f99-e05e-43c1-99e2-efede8546f16,thomasryan@example.org,Hannah Martinez,586-943-9913,Michigan,67891
2194,1,2,185.42,cfadcb7d-2a6e-4983-b261-d114a7ca79eb,2,Americano,Caviar,Burger,Creme Brulee,185.42,23239 Tommy Crest,South Kelseytown,11/30,213113727319133,American Express,771,40b5553b-1e6a-4c02-8163-dc95eae27749,annetteorozco@example.com,Brandon Lucas,774-327-6906 ext: 18007,Wisconsin,18856
2195,3,13,1741.48,acb77c25-5588-409b-80ce-aee15ccb5116,3,Sherry,Escargot,Lamb,Cobbler,929.14,3329 Good Camp,West Tanya,05/25,6532430796219213,Diners Club / Carte Blanche,587,9a1b332b-b2bb-45dd-9da6-b51db0a23591,sanchezrachel@example.net,Brianna Lawson,,Rhode Island,92279
2195,3,13,1741.48,69f9b240-e0c9-4e91-adaa-89989504dda8,6,Americano,Charcuterie,Chicken,Chocolate Cake,309.27,3329 Good Camp,West Tanya,05/25,6532430796219213,Diners Club / Carte Blanche,587,9a1b332b-b2bb-45dd-9da6-b51db0a23591,sanchezrachel@example.net,Brianna Lawson,,Rhode Island,92279
2195,3,13,1741.48,7460ced6-222a-49d4-b8d2-a855f23b53d6,4,Kir,Salad,Lamb,Creme Brulee,503.07,3329 Good Camp,West Tanya,05/25,6532430796219213,Diners Club / Carte Blanche,587,9a1b332b-b2bb-45dd-9da6-b51db0a23591,sanchezrachel@example.net,Brianna Lawson,,Rhode Island,92279
2196,1,2,869.72,a299043e-4da2-42d8-815f-5e8baa6173b6,2,Champagne,Smoked Salmon,Steak,Ice Cream,869.72,2068 Fischer Oval,Port Danielle,11/33,4286438723042,American Express,094,5b453eb7-b194-4416-9ac4-a507881ee8d2,michael13@example.net,Amanda Kelly,792-220-6492,Massachusetts,23115
2200,1,1,829.23,3ddc341b-f5bd-41eb-a8e2-4e80c1780a31,1,Aperol Spritz,Crudites,Chicken,Chocolate,829.23,50269 Vargas Port,Port Marcus,11/27,180077059116426,Mastercard,025,8de387e0-0661-4c48-811d-5f49440229bd,brooke55@example.org,Susan Carter,803-507-1961,Kansas,22073
2201,2,6,1842.5900000000001,430bba88-065e-4730-9fcb-618fafe19189,4,Bellini,Cheese Plate,Pork,Cobbler,853.97,48107 Michael Fall,Coreybury,01/27,3545842165837502,VISA 16 digit,343,5fc8db6c-24d0-4fbb-87d1-9f8792ed6051,darrell59@example.org,Brett Harris,629-342-7212 ext: 2136,Colorado,74409
2201,2,6,1842.5900000000001,3528ab1a-42f9-4bad-9796-76af33063e60,2,Americano,Escargot,Fish,Tiramisu,988.62,48107 Michael Fall,Coreybury,01/27,3545842165837502,VISA 16 digit,343,5fc8db6c-24d0-4fbb-87d1-9f8792ed6051,darrell59@example.org,Brett Harris,629-342-7212 ext: 2136,Colorado,74409
2202,3,20,642.97,4dcad4d3-deb2-44df-b63a-0d76df555d6c,2,Kir Royale,Foie Gras,Vegetarian,Chocolate,166.43,5205 Luis Court,Jacksonfort,12/30,213160676596237,Maestro,377,3870c22d-6728-474e-8d3a-c7d0fa72bfe5,hamiltonjason@example.org,Mario May,637-631-1343,Wisconsin,38152
2202,3,20,642.97,56e6d11f-13d4-4b38-8388-947623ff4a04,10,Sherry,Oysters,Steak,Cheesecake,158.97,5205 Luis Court,Jacksonfort,12/30,213160676596237,Maestro,377,3870c22d-6728-474e-8d3a-c7d0fa72bfe5,hamiltonjason@example.org,Mario May,637-631-1343,Wisconsin,38152
2202,3,20,642.97,8622f3f7-63da-4dd8-a1fe-fc9070b814dc,8,Americano,Charcuterie,Chicken,Pudding,317.57,5205 Luis Court,Jacksonfort,12/30,213160676596237,Maestro,377,3870c22d-6728-474e-8d3a-c7d0fa72bfe5,hamiltonjason@example.org,Mario May,637-631-1343,Wisconsin,38152
2203,1,9,832.64,a946ae07-b601-4964-b59e-efefc9a6c35b,9,Negroni,Salad,Steak,Ice Cream,832.64,78052 Smith View Suite 770,Fosterport,06/31,342420521811494,Discover,554,38ef1086-b49a-4d19-8faa-3419cdba70b3,matthew80@example.net,Frank Alvarado,,Louisiana,55714
2204,1,1,512.32,3304e3fc-dcbf-4bbe-ab82-c318c1de82e3,1,Port,Caviar,Steak,Sorbet,512.32,43563 Perkins Cliffs Apt. 056,East Michael,07/28,2539748008962847,JCB 16 digit,958,2fab030b-630b-4824-83ac-c60feacfe9c4,jose50@example.net,Cynthia Davis,,Georgia,60760
2205,2,10,1353.15,af81ecad-fa92-4e9b-9326-84422620ca05,9,Sherry,Salad,Lamb,Sorbet,538.02,05154 Freeman Vista Suite 501,Lake Michelle,06/31,3546006352921508,JCB 16 digit,678,f516724f-ce1b-4928-bbba-7259f635c5bd,buchananjacqueline@example.net,Jacqueline Mcdowell,,Indiana,69735
2205,2,10,1353.15,36430171-7ef3-449f-9243-db2bf93153d1,1,Port,Caviar,Vegetarian,Creme Brulee,815.13,05154 Freeman Vista Suite 501,Lake Michelle,06/31,3546006352921508,JCB 16 digit,678,f516724f-ce1b-4928-bbba-7259f635c5bd,buchananjacqueline@example.net,Jacqueline Mcdowell,,Indiana,69735
2208,2,4,652.92,1bff23bf-0aa2-4cd2-b29c-d129028ede7e,3,Bellini,Caviar,Lobster,Sorbet,163.29,907 Lisa Summit,Hickmantown,02/31,36329330167223,JCB 16 digit,473,71a67d0d-dde3-4854-87ec-18c59959673d,howardmitchell@example.net,Brian Taylor,,New Hampshire,13027
2208,2,4,652.92,b0bab47b-3ca7-4e25-ab1d-c86a0efd7aba,1,Kir Royale,Pate,Chicken,Chocolate Cake,489.63,907 Lisa Summit,Hickmantown,02/31,36329330167223,JCB 16 digit,473,71a67d0d-dde3-4854-87ec-18c59959673d,howardmitchell@example.net,Brian Taylor,,New Hampshire,13027
2209,3,6,2233.7,322f7b04-ea18-441c-a523-8f51e8f81791,4,Campari and Soda,Caviar,Chicken,Tiramisu,952.4,77313 Roy Cove Suite 221,West Dustin,05/31,5525510861929092,JCB 16 digit,416,e442bd99-fba0-4c31-97f1-06b2f8b0702d,bartondavid@example.org,Sierra Larsen,351-979-4162,Ohio,03632
2209,3,6,2233.7,6a166d3d-fd98-420c-a6aa-27b84ddb1f61,1,Negroni,Smoked Salmon,Vegetarian,Pie,412.95,77313 Roy Cove Suite 221,West Dustin,05/31,5525510861929092,JCB 16 digit,416,e442bd99-fba0-4c31-97f1-06b2f8b0702d,bartondavid@example.org,Sierra Larsen,351-979-4162,Ohio,03632
2209,3,6,2233.7,67ef659b-ac16-47e8-8c4e-6660cb647509,1,Campari and Soda,Charcuterie,Chicken,Pudding,868.35,77313 Roy Cove Suite 221,West Dustin,05/31,5525510861929092,JCB 16 digit,416,e442bd99-fba0-4c31-97f1-06b2f8b0702d,bartondavid@example.org,Sierra Larsen,351-979-4162,Ohio,03632
2210,1,6,602.16,19d68a40-fb9c-487d-830b-75190c3203a0,6,Negroni,Soup,Lobster,Chocolate Cake,602.16,8034 Hartman Center Apt. 594,Greenport,08/27,6011569172158279,VISA 16 digit,353,f6fc54bd-1b4e-491e-ad19-3052e5cae247,sandrakelley@example.com,John Walters,981-709-8805,North Dakota,84408
2212,2,11,1324.41,56ed739b-b36b-44d2-8857-76ee930fe399,1,Port,Escargot,Lamb,Tiramisu,815.49,6487 Roger Land Apt. 088,Kellerborough,09/24,4015094298983451,VISA 19 digit,219,d491ab2f-0890-4073-b87b-b956f93125c0,douglas06@example.com,Brian Bradley,328-784-7734 ext: 568,Alaska,35315
2212,2,11,1324.41,2de2fbe7-427d-4ef0-8704-0f69696d1a59,10,Aperol Spritz,Oysters,Pasta,Cobbler,508.92,6487 Roger Land Apt. 088,Kellerborough,09/24,4015094298983451,VISA 19 digit,219,d491ab2f-0890-4073-b87b-b956f93125c0,douglas06@example.com,Brian Bradley,328-784-7734 ext: 568,Alaska,35315
2217,1,1,511.5,0cf31c50-0204-4dbc-9bf8-e50c54c6f329,1,Aperol Spritz,Cheese Plate,Lobster,Pie,511.5,5536 Patel Spring Apt. 640,North Valerie,08/25,675969614162,JCB 15 digit,962,5549ee4d-e215-4edd-a8fd-7164bbf92a04,,Adam Strong,345-650-2875 ext: 83984,North Dakota,47619
2218,2,12,700.31,049d7ba4-6b06-4ebd-94b1-b60f76824caf,7,Americano,Escargot,Pork,Cheesecake,380.33,70697 Scott Stravenue,Port Scotttown,02/29,2436645225465733,VISA 16 digit,322,1b7d7894-0d7d-484c-9f70-45e3bce1f062,mendozakevin@example.net,Alexandria Montgomery,937-463-0760 ext: 30311,Massachusetts,86713
2218,2,12,700.31,ed311189-5829-4f77-b201-fbffe6bc43b8,5,Port,Escargot,Pizza,Cobbler,319.98,70697 Scott Stravenue,Port Scotttown,02/29,2436645225465733,VISA 16 digit,322,1b7d7894-0d7d-484c-9f70-45e3bce1f062,mendozakevin@example.net,Alexandria Montgomery,937-463-0760 ext: 30311,Massachusetts,86713
2220,1,9,550.54,68dd2367-f9f9-40a4-9281-11a8053fe480,9,Champagne,Charcuterie,Lamb,Pie,550.54,932 Brandt Canyon Apt. 556,Brendaton,04/25,2576639100882476,Diners Club / Carte Blanche,937,a95263a3-2419-42dd-a2b0-22e331e43177,floresedward@example.org,Miguel Martinez,290-930-9125 ext: 20371,Montana,48033
2222,3,13,2154.03,ae478713-0623-40f6-9609-09eec1f55986,2,Sherry,Escargot,Chicken,Sorbet,824.02,205 Lewis Vista Apt. 934,New Daniel,02/30,30063739070086,American Express,987,68b97e25-1605-4c3b-90ae-cb3421f58fcb,brianajarvis@example.com,James Shepard,716-851-8365,Indiana,87512
